rules,support,confidence,lift
{tropical fruitbutteryogurtdomestic eggsmargarine} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitother vegetablesbutterdomestic eggsmargarine} => {yogurt},0.000508388,1,7.168367347
{other vegetablesbutteryogurtdomestic eggsmargarine} => {tropical fruit},0.000508388,1,9.53003876
{tropical fruitbutteryogurtdomestic eggsmargarine} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitwhole milkbutterdomestic eggsmargarine} => {yogurt},0.000508388,1,7.168367347
{whole milkbutteryogurtdomestic eggsmargarine} => {tropical fruit},0.000508388,1,9.53003876
{tropical fruitbutteryogurtwhipped/sour creammargarine} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitother vegetablesbutterwhipped/sour creammargarine} => {yogurt},0.000508388,1,7.168367347
{tropical fruitbutteryogurtwhipped/sour creammargarine} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitwhole milkbutterwhipped/sour creammargarine} => {yogurt},0.000508388,1,7.168367347
{whole milkbutteryogurtwhipped/sour creammargarine} => {tropical fruit},0.000508388,0.833333333,7.941698966
{root vegetablesbutterwhipped/sour creamrolls/bunsmargarine} => {whole milk},0.000508388,1,3.913649025
{root vegetableswhole milkbutterwhipped/sour creammargarine} => {rolls/buns},0.000508388,0.833333333,4.530587802
{whole milkbutterwhipped/sour creamrolls/bunsmargarine} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetableswhole milkbutterrolls/bunsmargarine} => {whipped/sour cream},0.000508388,0.833333333,11.62529551
{root vegetablesother vegetablesbutterwhipped/sour creammargarine} => {whole milk},0.000508388,1,3.913649025
{root vegetableswhole milkbutterwhipped/sour creammargarine} => {other vegetables},0.000508388,0.833333333,4.306796287
{root vegetablesother vegetableswhole milkbuttermargarine} => {whipped/sour cream},0.000508388,0.833333333,11.62529551
{whole milkbutteryogurtwhipped/sour creammargarine} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetablesbutterwhipped/sour creamrolls/bunsmargarine} => {whole milk},0.000508388,1,3.913649025
{whole milkbutterwhipped/sour creamrolls/bunsmargarine} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitroot vegetablesbutteryogurtmargarine} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitroot vegetableswhole milkbuttermargarine} => {yogurt},0.000508388,1,7.168367347
{tropical fruitother vegetableswhole milkbuttermargarine} => {yogurt},0.000610066,1,7.168367347
{tropical fruityogurtwhipped/sour creamdomestic eggsmargarine} => {whole milk},0.000508388,1,3.913649025
{root vegetablesyogurtwhipped/sour creamdomestic eggsmargarine} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetableswhole milkwhipped/sour creamdomestic eggsmargarine} => {yogurt},0.000508388,0.833333333,5.973639456
{other vegetablesyogurtwhipped/sour creamdomestic eggsmargarine} => {whole milk},0.000508388,1,3.913649025
{tropical fruitother vegetablesdomestic eggsmargarinebottled water} => {yogurt},0.000508388,0.833333333,5.973639456
{other vegetablesyogurtdomestic eggsmargarinebottled water} => {tropical fruit},0.000508388,0.833333333,7.941698966
{whole milkyogurtdomestic eggsmargarinebottled water} => {tropical fruit},0.000508388,1,9.53003876
{tropical fruitdomestic eggsrolls/bunsmargarinebottled water} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitroot vegetablesother vegetablesdomestic eggsmargarine} => {yogurt},0.000508388,0.833333333,5.973639456
{root vegetablesother vegetablesyogurtdomestic eggsmargarine} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruitroot vegetablesyogurtdomestic eggsmargarine} => {whole milk},0.000610066,0.857142857,3.354556307
{root vegetableswhole milkyogurtdomestic eggsmargarine} => {tropical fruit},0.000610066,0.857142857,8.168604651
{tropical fruitroot vegetablesdomestic eggsrolls/bunsmargarine} => {whole milk},0.000508388,1,3.913649025
{root vegetableswhole milkdomestic eggsrolls/bunsmargarine} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruitroot vegetablesother vegetablesdomestic eggsmargarine} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruityogurtdomestic eggsrolls/bunsmargarine} => {whole milk},0.000508388,0.833333333,3.261374188
{whole milkyogurtdomestic eggsrolls/bunsmargarine} => {tropical fruit},0.000508388,0.833333333,7.941698966
{root vegetablesother vegetablesyogurtdomestic eggsmargarine} => {whole milk},0.000508388,0.833333333,3.261374188
{citrus fruitother vegetablesyogurtwhipped/sour creammargarine} => {whole milk},0.000508388,1,3.913649025
{citrus fruitwhole milkyogurtwhipped/sour creammargarine} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitroot vegetableswhipped/sour creammargarinebottled water} => {yogurt},0.000508388,1,7.168367347
{root vegetablesyogurtwhipped/sour creammargarinebottled water} => {tropical fruit},0.000508388,1,9.53003876
{tropical fruitwhole milkwhipped/sour creammargarinebottled water} => {yogurt},0.000508388,0.833333333,5.973639456
{whole milkyogurtwhipped/sour creammargarinebottled water} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruitroot vegetableswhipped/sour creamrolls/bunsmargarine} => {yogurt},0.000610066,1,7.168367347
{tropical fruityogurtwhipped/sour creamrolls/bunsmargarine} => {root vegetables},0.000610066,0.857142857,7.86380597
{root vegetablesyogurtwhipped/sour creamrolls/bunsmargarine} => {tropical fruit},0.000610066,1,9.53003876
{tropical fruitroot vegetablesyogurtrolls/bunsmargarine} => {whipped/sour cream},0.000610066,0.857142857,11.95744681
{tropical fruitroot vegetablesother vegetableswhipped/sour creammargarine} => {yogurt},0.000610066,1,7.168367347
{tropical fruitroot vegetableswhole milkwhipped/sour creammargarine} => {yogurt},0.000711744,1,7.168367347
{tropical fruitroot vegetableswhipped/sour creamrolls/bunsmargarine} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruityogurtwhipped/sour creamrolls/bunsmargarine} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruitwhole milkwhipped/sour creamrolls/bunsmargarine} => {yogurt},0.000610066,0.857142857,6.144314869
{tropical fruitother vegetableswhole milkwhipped/sour creammargarine} => {yogurt},0.000610066,0.857142857,6.144314869
{root vegetablesyogurtwhipped/sour creamrolls/bunsmargarine} => {whole milk},0.000508388,0.833333333,3.261374188
{root vegetablesother vegetableswhipped/sour creamrolls/bunsmargarine} => {whole milk},0.000508388,0.833333333,3.261374188
{citrus fruitroot vegetablesother vegetablesyogurtmargarine} => {whole milk},0.000508388,1,3.913649025
{tropical fruitroot vegetablesother vegetablesmargarinebottled water} => {yogurt},0.000508388,0.833333333,5.973639456
{tropical fruitroot vegetableswhole milkmargarinebottled water} => {yogurt},0.000508388,0.833333333,5.973639456
{root vegetablesyogurtrolls/bunsmargarinebottled water} => {whole milk},0.000508388,1,3.913649025
{tropical fruitroot vegetablesyogurtrolls/bunsmargarine} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruitroot vegetableswhole milkrolls/bunsmargarine} => {yogurt},0.000610066,0.857142857,6.144314869
{tropical fruitroot vegetablesother vegetableswhole milkmargarine} => {yogurt},0.000610066,0.857142857,6.144314869
{root vegetablesother vegetablesyogurtrolls/bunsmargarine} => {whole milk},0.000610066,0.857142857,3.354556307
{pip fruitother vegetablesbutterwhipped/sour creamdomestic eggs} => {whole milk},0.000508388,1,3.913649025
{pip fruitwhole milkbutterwhipped/sour creamdomestic eggs} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitroot vegetablesbutterwhipped/sour creamdomestic eggs} => {yogurt},0.000508388,1,7.168367347
{tropical fruitbutteryogurtwhipped/sour creamdomestic eggs} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetablesbutteryogurtwhipped/sour creamdomestic eggs} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruitroot vegetablesbutterwhipped/sour creamdomestic eggs} => {whole milk},0.000508388,1,3.913649025
{tropical fruitbutteryogurtwhipped/sour creamdomestic eggs} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetablesbutteryogurtwhipped/sour creamdomestic eggs} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruitbutteryogurtwhipped/sour creamdomestic eggs} => {whole milk},0.000610066,1,3.913649025
{tropical fruitother vegetablesbutterwhipped/sour creamdomestic eggs} => {whole milk},0.000813421,1,3.913649025
{tropical fruitwhole milkbutterwhipped/sour creamdomestic eggs} => {other vegetables},0.000813421,0.888888889,4.593916039
{root vegetablesbutteryogurtwhipped/sour creamdomestic eggs} => {whole milk},0.000610066,1,3.913649025
{root vegetablesother vegetablesbutterwhipped/sour creamdomestic eggs} => {whole milk},0.000610066,1,3.913649025
{other vegetablesbutteryogurtwhipped/sour creamdomestic eggs} => {whole milk},0.000610066,1,3.913649025
{citrus fruittropical fruitother vegetablesbutterdomestic eggs} => {whole milk},0.000508388,1,3.913649025
{citrus fruittropical fruitwhole milkbutterdomestic eggs} => {other vegetables},0.000508388,1,5.168155544
{sausagetropical fruitbutteryogurtdomestic eggs} => {whole milk},0.000508388,1,3.913649025
{sausagewhole milkbutteryogurtdomestic eggs} => {tropical fruit},0.000508388,1,9.53003876
{sausagetropical fruitwhole milkyogurtdomestic eggs} => {butter},0.000508388,1,18.04587156
{sausagetropical fruitother vegetablesbutterdomestic eggs} => {whole milk},0.000508388,0.833333333,3.261374188
{sausageother vegetableswhole milkbutterdomestic eggs} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruitroot vegetablesother vegetablesbutterdomestic eggs} => {yogurt},0.000711744,1,7.168367347
{tropical fruitroot vegetablesbutteryogurtdomestic eggs} => {whole milk},0.000813421,0.888888889,3.478799133
{tropical fruitroot vegetableswhole milkbutterdomestic eggs} => {yogurt},0.000813421,0.888888889,6.371882086
{tropical fruitroot vegetablesother vegetablesbutterdomestic eggs} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruitother vegetablesbutteryogurtdomestic eggs} => {whole milk},0.001016777,0.909090909,3.55786275
{tropical fruitwhole milkbutteryogurtdomestic eggs} => {other vegetables},0.001016777,0.833333333,4.306796287
{root vegetablesother vegetablesbutteryogurtdomestic eggs} => {whole milk},0.000813421,0.888888889,3.478799133
{pip fruitbutteryogurtwhipped/sour creamfruit/vegetable juice} => {other vegetables},0.000508388,0.833333333,4.306796287
{pip fruitother vegetablesbutterwhipped/sour creamfruit/vegetable juice} => {yogurt},0.000508388,1,7.168367347
{pip fruitother vegetablesbutteryogurtfruit/vegetable juice} => {whipped/sour cream},0.000508388,0.833333333,11.62529551
{root vegetablesbutterwhipped/sour creambottled waterfruit/vegetable juice} => {whole milk},0.000508388,1,3.913649025
{whole milkbutterwhipped/sour creambottled waterfruit/vegetable juice} => {root vegetables},0.000508388,0.833333333,7.645366915
{tropical fruitbutteryogurtwhipped/sour creamfruit/vegetable juice} => {other vegetables},0.000711744,1,5.168155544
{tropical fruitwhole milkbutterwhipped/sour creamfruit/vegetable juice} => {yogurt},0.000508388,1,7.168367347
{tropical fruitwhole milkbutterwhipped/sour creamfruit/vegetable juice} => {other vegetables},0.000508388,1,5.168155544
{root vegetablesbutteryogurtwhipped/sour creamfruit/vegetable juice} => {whole milk},0.000610066,0.857142857,3.354556307
{root vegetablesother vegetablesbutterwhipped/sour creamfruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
{other vegetableswhole milkbutterwhipped/sour creamfruit/vegetable juice} => {yogurt},0.000610066,0.857142857,6.144314869
{pip fruitroot vegetablesbutteryogurtfruit/vegetable juice} => {whole milk},0.000508388,1,3.913649025
{pip fruitroot vegetableswhole milkbutterfruit/vegetable juice} => {yogurt},0.000508388,0.833333333,5.973639456
{pip fruitwhole milkbutteryogurtfruit/vegetable juice} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetablesother vegetablesbutterbottled waterfruit/vegetable juice} => {whole milk},0.000508388,1,3.913649025
{tropical fruitroot vegetablesbutteryogurtfruit/vegetable juice} => {whole milk},0.000508388,1,3.913649025
{tropical fruitroot vegetableswhole milkbutterfruit/vegetable juice} => {yogurt},0.000508388,1,7.168367347
{tropical fruitother vegetableswhole milkbutterfruit/vegetable juice} => {yogurt},0.000610066,0.857142857,6.144314869
{root vegetablesother vegetablesbutteryogurtfruit/vegetable juice} => {whole milk},0.000508388,1,3.913649025
{tropical fruitpip fruitother vegetablesbutterwhipped/sour cream} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitpip fruitwhole milkbutterwhipped/sour cream} => {other vegetables},0.000508388,0.833333333,4.306796287
{pip fruitroot vegetablesbutteryogurtwhipped/sour cream} => {whole milk},0.000508388,1,3.913649025
{pip fruitroot vegetablesother vegetablesbutterwhipped/sour cream} => {whole milk},0.000610066,1,3.913649025
{tropical fruitroot vegetablesbutteryogurtwhipped/sour cream} => {whole milk},0.000711744,0.875,3.424442897
{tropical fruitroot vegetablesbutterwhipped/sour creamrolls/buns} => {whole milk},0.000508388,1,3.913649025
{tropical fruitwhole milkbutterwhipped/sour creamrolls/buns} => {root vegetables},0.000508388,0.833333333,7.645366915
{tropical fruitroot vegetableswhole milkbutterwhipped/sour cream} => {other vegetables},0.000813421,0.8,4.134524435
{root vegetablesother vegetablesbutteryogurtwhipped/sour cream} => {whole milk},0.000711744,0.875,3.424442897
{root vegetablesother vegetablesbutterwhipped/sour creamrolls/buns} => {whole milk},0.000813421,0.888888889,3.478799133
{root vegetableswhole milkbutterwhipped/sour creamrolls/buns} => {other vegetables},0.000813421,0.8,4.134524435
{citrus fruitpip fruitroot vegetablesbutterbottled water} => {whole milk},0.000508388,1,3.913649025
{citrus fruitpip fruitwhole milkbutterbottled water} => {root vegetables},0.000508388,0.833333333,7.645366915
{citrus fruitpip fruitroot vegetableswhole milkbottled water} => {butter},0.000508388,0.833333333,15.0382263
{pip fruitroot vegetablesother vegetablesbutterbottled water} => {whole milk},0.000508388,1,3.913649025
{citrus fruitroot vegetablesother vegetablesbutterbottled water} => {whole milk},0.000610066,1,3.913649025
{citrus fruittropical fruitroot vegetablesbutteryogurt} => {other vegetables},0.000508388,0.833333333,4.306796287
{citrus fruitroot vegetablesother vegetablesbutteryogurt} => {tropical fruit},0.000508388,0.833333333,7.941698966
{citrus fruittropical fruitroot vegetablesbutteryogurt} => {whole milk},0.000508388,0.833333333,3.261374188
{citrus fruitroot vegetableswhole milkbutteryogurt} => {tropical fruit},0.000508388,0.833333333,7.941698966
{citrus fruitroot vegetablesother vegetablesbutteryogurt} => {whole milk},0.000508388,0.833333333,3.261374188
{citrus fruitroot vegetableswhole milkbutteryogurt} => {other vegetables},0.000508388,0.833333333,4.306796287
{sausagetropical fruitroot vegetablesbutteryogurt} => {whole milk},0.000508388,1,3.913649025
{sausagetropical fruitroot vegetableswhole milkbutter} => {yogurt},0.000508388,1,7.168367347
{tropical fruitother vegetablesbutteryogurtbottled water} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitroot vegetablesbutteryogurtrolls/buns} => {whole milk},0.000508388,1,3.913649025
{tropical fruitroot vegetablesother vegetablesbutteryogurt} => {whole milk},0.001118454,0.846153846,3.311549175
{tropical fruitother vegetablesbutteryogurtrolls/buns} => {whole milk},0.000610066,0.857142857,3.354556307
{citrus fruittropical fruitroot vegetablesother vegetablesnewspapers} => {whole milk},0.000610066,0.857142857,3.354556307
{citrus fruittropical fruitroot vegetableswhole milknewspapers} => {other vegetables},0.000610066,1,5.168155544
{citrus fruittropical fruitother vegetablessodanewspapers} => {whole milk},0.000508388,0.833333333,3.261374188
{citrus fruittropical fruitwhole milksodanewspapers} => {other vegetables},0.000508388,1,5.168155544
{citrus fruittropical fruitother vegetableswhole milksoda} => {newspapers},0.000508388,0.833333333,10.44055202
{citrus fruittropical fruitwhole milkyogurtnewspapers} => {other vegetables},0.000610066,1,5.168155544
{sausageyogurtbottled watersodanewspapers} => {rolls/buns},0.000508388,0.833333333,4.530587802
{sausageyogurtrolls/bunsbottled waternewspapers} => {soda},0.000508388,0.833333333,4.778911565
{sausagetropical fruityogurtrolls/bunsnewspapers} => {whole milk},0.000610066,0.857142857,3.354556307
{sausagetropical fruitwhole milkrolls/bunsnewspapers} => {yogurt},0.000610066,1,7.168367347
{sausagewhole milkrolls/bunssodanewspapers} => {other vegetables},0.000508388,1,5.168155544
{sausageother vegetableswhole milksodanewspapers} => {rolls/buns},0.000508388,0.833333333,4.530587802
{sausageother vegetableswhole milkyogurtnewspapers} => {rolls/buns},0.000508388,1,5.436705362
{tropical fruitwhole milkyogurtsodanewspapers} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitwhole milkrolls/bunssodanewspapers} => {other vegetables},0.000508388,1,5.168155544
{whole milkyogurtrolls/bunssodanewspapers} => {other vegetables},0.000508388,1,5.168155544
{tropical fruitother vegetablesyogurtdomestic eggsfruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitwhole milkyogurtdomestic eggsfruit/vegetable juice} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitother vegetableswhole milkdomestic eggsfruit/vegetable juice} => {yogurt},0.000508388,0.833333333,5.973639456
{tropical fruitpip fruityogurtwhipped/sour creamdomestic eggs} => {whole milk},0.000508388,1,3.913649025
{tropical fruitpip fruitwhole milkwhipped/sour creamdomestic eggs} => {yogurt},0.000508388,0.833333333,5.973639456
{tropical fruitpip fruitother vegetableswhipped/sour creamdomestic eggs} => {whole milk},0.000508388,1,3.913649025
{tropical fruitpip fruitwhole milkwhipped/sour creamdomestic eggs} => {other vegetables},0.000508388,0.833333333,4.306796287
{pip fruitroot vegetablesyogurtwhipped/sour creamdomestic eggs} => {whole milk},0.000508388,0.833333333,3.261374188
{pip fruitroot vegetablesother vegetableswhipped/sour creamdomestic eggs} => {whole milk},0.000711744,1,3.913649025
{pip fruitroot vegetableswhole milkwhipped/sour creamdomestic eggs} => {other vegetables},0.000711744,0.875,4.522136101
{pip fruitother vegetablesyogurtwhipped/sour creamdomestic eggs} => {whole milk},0.000508388,0.833333333,3.261374188
{sausagecitrus fruitother vegetableswhipped/sour creamdomestic eggs} => {whole milk},0.000508388,1,3.913649025
{sausagecitrus fruitwhole milkwhipped/sour creamdomestic eggs} => {other vegetables},0.000508388,1,5.168155544
{citrus fruittropical fruitother vegetableswhipped/sour creamdomestic eggs} => {whole milk},0.000508388,0.833333333,3.261374188
{citrus fruittropical fruitwhole milkwhipped/sour creamdomestic eggs} => {other vegetables},0.000508388,1,5.168155544
{citrus fruitother vegetablesyogurtwhipped/sour creamdomestic eggs} => {whole milk},0.000610066,1,3.913649025
{citrus fruitwhole milkyogurtwhipped/sour creamdomestic eggs} => {other vegetables},0.000610066,1,5.168155544
{tropical fruityogurtwhipped/sour creamdomestic eggsbottled water} => {whole milk},0.000508388,1,3.913649025
{tropical fruitwhole milkwhipped/sour creamdomestic eggsbottled water} => {yogurt},0.000508388,0.833333333,5.973639456
{whole milkyogurtwhipped/sour creamdomestic eggsbottled water} => {tropical fruit},0.000508388,1,9.53003876
{tropical fruitroot vegetablesother vegetableswhipped/sour creamdomestic eggs} => {yogurt},0.000508388,0.833333333,5.973639456
{tropical fruitroot vegetablesyogurtwhipped/sour creamdomestic eggs} => {whole milk},0.000711744,1,3.913649025
{tropical fruitroot vegetablesother vegetableswhipped/sour creamdomestic eggs} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitother vegetablesyogurtwhipped/sour creamdomestic eggs} => {whole milk},0.000711744,1,3.913649025
{tropical fruitpip fruitroot vegetablesyogurtdomestic eggs} => {whole milk},0.000610066,0.857142857,3.354556307
{pip fruitroot vegetableswhole milkyogurtdomestic eggs} => {tropical fruit},0.000610066,0.857142857,8.168604651
{tropical fruitpip fruitroot vegetablesother vegetablesdomestic eggs} => {whole milk},0.000610066,1,3.913649025
{tropical fruitpip fruitother vegetablesyogurtdomestic eggs} => {whole milk},0.000508388,0.833333333,3.261374188
{pip fruitroot vegetablesother vegetablesyogurtdomestic eggs} => {whole milk},0.000508388,1,3.913649025
{root vegetablesother vegetablesdomestic eggspastrysoda} => {whole milk},0.000508388,1,3.913649025
{root vegetableswhole milkdomestic eggspastrysoda} => {other vegetables},0.000508388,0.833333333,4.306796287
{citrus fruittropical fruitroot vegetablesother vegetablesdomestic eggs} => {whole milk},0.000610066,0.857142857,3.354556307
{citrus fruittropical fruitroot vegetableswhole milkdomestic eggs} => {other vegetables},0.000610066,1,5.168155544
{citrus fruittropical fruitother vegetablesyogurtdomestic eggs} => {whole milk},0.000610066,1,3.913649025
{citrus fruitroot vegetablesother vegetablesyogurtdomestic eggs} => {whole milk},0.000711744,1,3.913649025
{citrus fruitroot vegetableswhole milkyogurtdomestic eggs} => {other vegetables},0.000711744,1,5.168155544
{whole milkdomestic eggsrolls/bunssodashopping bags} => {other vegetables},0.000508388,0.833333333,4.306796287
{other vegetableswhole milkdomestic eggsrolls/bunsshopping bags} => {soda},0.000508388,0.833333333,4.778911565
{tropical fruitroot vegetablesyogurtdomestic eggsbottled water} => {other vegetables},0.000610066,0.857142857,4.429847609
{root vegetableswhole milkyogurtdomestic eggsbottled water} => {tropical fruit},0.000508388,0.833333333,7.941698966
{root vegetableswhole milkyogurtdomestic eggsbottled water} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitroot vegetablesyogurtdomestic eggsrolls/buns} => {whole milk},0.000508388,1,3.913649025
{root vegetableswhole milkyogurtdomestic eggsrolls/buns} => {tropical fruit},0.000508388,0.833333333,7.941698966
{tropical fruitroot vegetablesother vegetablesyogurtdomestic eggs} => {whole milk},0.000915099,0.818181818,3.202076475
{tropical fruitpip fruitwhole milkwhipped/sour creamfruit/vegetable juice} => {other vegetables},0.000508388,1,5.168155544
{pip fruitroot vegetablesyogurtwhipped/sour creamfruit/vegetable juice} => {whole milk},0.000508388,1,3.913649025
{pip fruitroot vegetablesother vegetableswhipped/sour creamfruit/vegetable juice} => {whole milk},0.000711744,1,3.913649025
{pip fruitother vegetableswhole milkwhipped/sour creamfruit/vegetable juice} => {root vegetables},0.000711744,0.875,8.027635261
{tropical fruityogurtwhipped/sour creampastryfruit/vegetable juice} => {other vegetables},0.000508388,1,5.168155544
{tropical fruitother vegetableswhipped/sour creampastryfruit/vegetable juice} => {yogurt},0.000508388,1,7.168367347
{citrus fruitother vegetablesyogurtwhipped/sour creamfruit/vegetable juice} => {whole milk},0.000508388,1,3.913649025
{citrus fruitwhole milkyogurtwhipped/sour creamfruit/vegetable juice} => {other vegetables},0.000508388,1,5.168155544
{tropical fruitroot vegetableswhole milkwhipped/sour creamfruit/vegetable juice} => {other vegetables},0.000610066,1,5.168155544
{tropical fruitwhole milkyogurtwhipped/sour creamfruit/vegetable juice} => {other vegetables},0.000813421,1,5.168155544
{tropical fruitother vegetableswhole milkwhipped/sour creamfruit/vegetable juice} => {yogurt},0.000813421,0.8,5.734693878
{root vegetablesother vegetablesyogurtwhipped/sour creamfruit/vegetable juice} => {whole milk},0.000711744,0.875,3.424442897
{citrus fruitpip fruitroot vegetablessodafruit/vegetable juice} => {whole milk},0.000508388,1,3.913649025
{citrus fruitpip fruitroot vegetableswhole milkfruit/vegetable juice} => {soda},0.000508388,0.833333333,4.778911565
{citrus fruitpip fruitwhole milksodafruit/vegetable juice} => {root vegetables},0.000508388,1,9.174440299
{tropical fruitpip fruitroot vegetablesyogurtfruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitpip fruitroot vegetablesother vegetablesfruit/vegetable juice} => {whole milk},0.000610066,1,3.913649025
{tropical fruitpip fruitroot vegetableswhole milkfruit/vegetable juice} => {other vegetables},0.000610066,0.857142857,4.429847609
{pip fruitroot vegetablesyogurtsodafruit/vegetable juice} => {other vegetables},0.000508388,0.833333333,4.306796287
{pip fruitroot vegetablesother vegetablessodafruit/vegetable juice} => {yogurt},0.000508388,0.833333333,5.973639456
{pip fruitother vegetablesyogurtsodafruit/vegetable juice} => {root vegetables},0.000508388,0.833333333,7.645366915
{pip fruitroot vegetablesyogurtsodafruit/vegetable juice} => {whole milk},0.000610066,1,3.913649025
{pip fruitroot vegetablesother vegetablessodafruit/vegetable juice} => {whole milk},0.000610066,1,3.913649025
{pip fruitother vegetableswhole milksodafruit/vegetable juice} => {root vegetables},0.000610066,1,9.174440299
{pip fruitroot vegetablesother vegetablesyogurtfruit/vegetable juice} => {whole milk},0.000813421,1,3.913649025
{pip fruitother vegetablesyogurtsodafruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
{pip fruitother vegetableswhole milksodafruit/vegetable juice} => {yogurt},0.000508388,0.833333333,5.973639456
{pip fruitwhole milkyogurtrolls/bunsfruit/vegetable juice} => {other vegetables},0.000508388,1,5.168155544
{pip fruitother vegetableswhole milkrolls/bunsfruit/vegetable juice} => {yogurt},0.000508388,1,7.168367347
{citrus fruitroot vegetablesother vegetablespastryfruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
{citrus fruitroot vegetableswhole milkpastryfruit/vegetable juice} => {other vegetables},0.000508388,1,5.168155544
{citrus fruitother vegetableswhole milkpastryfruit/vegetable juice} => {root vegetables},0.000508388,0.833333333,7.645366915
{root vegetableswhole milkyogurtpastryfruit/vegetable juice} => {other vegetables},0.000508388,0.833333333,4.306796287
{citrus fruittropical fruitroot vegetableswhole milkfruit/vegetable juice} => {other vegetables},0.000813421,0.8,4.134524435
{citrus fruittropical fruitwhole milkyogurtfruit/vegetable juice} => {other vegetables},0.000813421,0.888888889,4.593916039
{citrus fruitroot vegetablesyogurtsodafruit/vegetable juice} => {other vegetables},0.000508388,0.833333333,4.306796287
{citrus fruitother vegetablesyogurtsodafruit/vegetable juice} => {root vegetables},0.000508388,0.833333333,7.645366915
{citrus fruitroot vegetablesyogurtsodafruit/vegetable juice} => {whole milk},0.000610066,1,3.913649025
{citrus fruitwhole milkyogurtsodafruit/vegetable juice} => {root vegetables},0.000610066,0.857142857,7.86380597
{citrus fruitother vegetableswhole milksodafruit/vegetable juice} => {root vegetables},0.000610066,0.857142857,7.86380597
{citrus fruitroot vegetablesother vegetablesyogurtfruit/vegetable juice} => {whole milk},0.000813421,0.888888889,3.478799133
{citrus fruitroot vegetableswhole milkyogurtfruit/vegetable juice} => {other vegetables},0.000813421,0.888888889,4.593916039
{citrus fruitother vegetablesyogurtsodafruit/vegetable juice} => {whole milk},0.000610066,1,3.913649025
{citrus fruitwhole milkyogurtsodafruit/vegetable juice} => {other vegetables},0.000610066,0.857142857,4.429847609
{citrus fruitother vegetableswhole milksodafruit/vegetable juice} => {yogurt},0.000610066,0.857142857,6.144314869
{tropical fruitroot vegetablesother vegetablesbottled waterfruit/vegetable juice} => {whole milk},0.000610066,0.857142857,3.354556307
{tropical fruitroot vegetableswhole milkbottled waterfruit/vegetable juice} => {other vegetables},0.000610066,1,5.168155544
{tropical fruitroot vegetablesother vegetablesyogurtfruit/vegetable juice} => {whole milk},0.000915099,0.818181818,3.202076475
{tropical fruitroot vegetableswhole milkyogurtfruit/vegetable juice} => {other vegetables},0.000915099,0.9,4.651339989
{tropical fruitother vegetablesyogurtrolls/bunsfruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
{tropical fruitwhole milkyogurtrolls/bunsfruit/vegetable juice} => {other vegetables},0.000508388,0.833333333,4.306796287
{tropical fruitother vegetableswhole milkrolls/bunsfruit/vegetable juice} => {yogurt},0.000508388,0.833333333,5.973639456
{root vegetablesother vegetablesyogurtsodafruit/vegetable juice} => {whole milk},0.000711744,0.875,3.424442897
{root vegetableswhole milkyogurtsodafruit/vegetable juice} => {other vegetables},0.000711744,0.875,4.522136101
{root vegetablesother vegetablesyogurtrolls/bunsfruit/vegetable juice} => {whole milk},0.000508388,0.833333333,3.261374188
